Date,Crop_Product,Category,Quantity_Sold_Demanded_kg,Price_per_kg_INR,Location,State,Season_Month,Weather_Festival_Info
2023-12-02,Cauliflower,Vegetable,428,20.3,Kolkata,West Bengal,Winter (December),Cold
2023-01-30,Pumpkin,Vegetable,279,23.4,Hyderabad,Telangana,Winter (January),Cold
2023-07-06,Tomato,Vegetable,713,26.46,Bangalore,Karnataka,Monsoon (July),Rainy
2024-04-17,Corn,Vegetable,340,31.22,Mumbai,Maharashtra,Summer (April),Hot
2023-01-10,Orange,Fruit,500,61.66,Bangalore,Karnataka,Winter (January),Cold
2024-08-07,Pineapple,Fruit,323,58.29,Bangalore,Karnataka,Monsoon (August),Rainy
2023-12-05,Cucumber,Vegetable,337,34.11,Mumbai,Maharashtra,Winter (December),Cold
2023-07-04,Green Chilli,Vegetable,175,37.94,Chandigarh,Punjab,Monsoon (July),Rainy
2023-08-27,Cabbage,Vegetable,241,24.17,Chandigarh,Punjab,Monsoon (August),Rainy
2024-05-14,Radish,Vegetable,268,25.18,Mumbai,Maharashtra,Summer (May),Hot
2023-10-31,Okra,Vegetable,196,46.75,Shimla,Himachal Pradesh,Autumn (October),Mild | Diwali
2023-06-27,Pineapple,Fruit,404,50.71,Delhi,Delhi,Monsoon (June),Rainy
2024-11-29,Strawberry,Fruit,167,117.32,Chennai,Tamil Nadu,Autumn (November),Mild
2023-05-06,Corn,Vegetable,280,26.95,Chandigarh,Punjab,Summer (May),Hot
2023-01-17,Pumpkin,Vegetable,245,23.56,Chandigarh,Punjab,Winter (January),Cold
2023-01-12,Okra,Vegetable,214,52.8,Kochi,Kerala,Winter (January),Cold
2024-10-16,Bottle Gourd,Vegetable,140,25.53,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-05-07,Brinjal,Vegetable,407,27.57,Hyderabad,Telangana,Summer (May),Hot
2023-12-15,French Beans,Vegetable,275,41.25,Bangalore,Karnataka,Winter (December),Cold
2024-11-19,Pomegranate,Fruit,289,106.27,Chandigarh,Punjab,Autumn (November),Mild
2023-08-29,Strawberry,Fruit,75,126.69,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2024-08-12,Pomegranate,Fruit,330,118.47,Bangalore,Karnataka,Monsoon (August),Rainy
2024-01-29,Custard Apple,Fruit,130,81.1,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-11-04,Beetroot,Vegetable,235,29.45,Chandigarh,Punjab,Autumn (November),Mild
2024-08-12,Green Chilli,Vegetable,246,42.75,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-11-11,Brinjal,Vegetable,336,36.13,Bangalore,Karnataka,Autumn (November),Mild
2023-11-07,Pomegranate,Fruit,330,98.36,Jaipur,Rajasthan,Autumn (November),Mild
2023-09-03,Beetroot,Vegetable,161,27.22,Patna,Bihar,Monsoon (September),Rainy
2023-09-27,Litchi,Fruit,150,107.99,Kolkata,West Bengal,Monsoon (September),Rainy
2024-04-20,Banana,Fruit,620,40.84,Jaipur,Rajasthan,Summer (April),Hot
2024-10-12,Spinach,Vegetable,398,24.38,Mumbai,Maharashtra,Autumn (October),Mild | Dussehra
2023-01-30,Bitter Gourd,Vegetable,135,43.77,Chandigarh,Punjab,Winter (January),Cold
2024-05-26,Cauliflower,Vegetable,216,23.99,Bhopal,Madhya Pradesh,Summer (May),Hot
2023-05-06,Ginger,Vegetable,166,99.44,Delhi,Delhi,Summer (May),Hot
2024-09-08,Radish,Vegetable,267,23.48,Delhi,Delhi,Monsoon (September),Rainy
2024-03-27,Pineapple,Fruit,147,60.15,Shimla,Himachal Pradesh,Summer (March),Hot
2024-12-01,Capsicum,Vegetable,350,40.65,Hyderabad,Telangana,Winter (December),Cold
2023-02-06,Bottle Gourd,Vegetable,236,29.8,Delhi,Delhi,Winter (February),Cold
2024-07-14,Spinach,Vegetable,246,27.6,Mumbai,Maharashtra,Monsoon (July),Rainy
2023-08-05,Banana,Fruit,509,48.41,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-02-09,Orange,Fruit,401,60.14,Chandigarh,Punjab,Winter (February),Cold
2023-12-08,Mango,Fruit,218,99.33,Guwahati,Assam,Winter (December),Cold
2023-10-12,Ginger,Vegetable,280,73.92,Bangalore,Karnataka,Autumn (October),Mild | Dussehra
2023-10-22,Pineapple,Fruit,121,70.8,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-09-14,Radish,Vegetable,209,18.72,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2023-10-27,Grapes,Fruit,311,82.21,Ahmedabad,Gujarat,Autumn (October),Mild
2023-04-17,Okra,Vegetable,449,45.49,Mumbai,Maharashtra,Summer (April),Hot
2023-01-10,Banana,Fruit,301,47.17,Bhopal,Madhya Pradesh,Winter (January),Cold
2024-03-17,Orange,Fruit,476,63.24,Hyderabad,Telangana,Summer (March),Hot
2023-11-07,Orange,Fruit,428,64.77,Hyderabad,Telangana,Autumn (November),Mild
2024-07-24,Cauliflower,Vegetable,240,29.95,Hyderabad,Telangana,Monsoon (July),Rainy
2024-10-22,Spinach,Vegetable,195,20.48,Guwahati,Assam,Autumn (October),Mild
2023-01-30,Beetroot,Vegetable,312,26.62,Bangalore,Karnataka,Winter (January),Cold
2024-08-31,Potato,Vegetable,508,22.79,Patna,Bihar,Monsoon (August),Rainy
2024-01-31,Strawberry,Fruit,162,99.73,Kolkata,West Bengal,Winter (January),Cold
2023-06-25,Pumpkin,Vegetable,316,24.49,Chennai,Tamil Nadu,Monsoon (June),Rainy
2024-08-24,Green Chilli,Vegetable,198,38.25,Jaipur,Rajasthan,Monsoon (August),Rainy
2024-09-21,Sapota,Fruit,164,49.29,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2024-03-31,Ginger,Vegetable,117,105.26,Kochi,Kerala,Summer (March),Hot
2024-06-27,Pineapple,Fruit,258,41.09,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2023-06-10,Watermelon,Fruit,749,18.85,Mumbai,Maharashtra,Monsoon (June),Rainy
2024-11-06,Papaya,Fruit,190,37.76,Chandigarh,Punjab,Autumn (November),Mild
2023-01-18,Litchi,Fruit,165,103.15,Ahmedabad,Gujarat,Winter (January),Cold
2024-06-09,Spinach,Vegetable,215,22.07,Ahmedabad,Gujarat,Monsoon (June),Rainy
2024-10-02,Radish,Vegetable,123,21.91,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-08-30,Radish,Vegetable,103,24.03,Shimla,Himachal Pradesh,Monsoon (August),Rainy
2024-07-29,Garlic,Vegetable,140,107.52,Hyderabad,Telangana,Monsoon (July),Rainy
2024-12-21,Ginger,Vegetable,223,74.53,Hyderabad,Telangana,Winter (December),Cold
2023-05-06,Custard Apple,Fruit,129,106.55,Hyderabad,Telangana,Summer (May),Hot
2023-03-18,Apple,Fruit,299,130.02,Lucknow,Uttar Pradesh,Summer (March),Hot
2024-01-15,Cauliflower,Vegetable,383,17.0,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-05-04,Spinach,Vegetable,239,20.14,Ahmedabad,Gujarat,Summer (May),Hot
2024-12-25,Potato,Vegetable,568,22.37,Shimla,Himachal Pradesh,Winter (December),Cold | Christmas
2023-10-09,Peas,Vegetable,277,57.11,Chandigarh,Punjab,Autumn (October),Mild
2023-06-02,Cauliflower,Vegetable,182,30.03,Guwahati,Assam,Monsoon (June),Rainy
2023-09-14,Orange,Fruit,295,77.28,Jaipur,Rajasthan,Monsoon (September),Rainy
2024-02-16,Ginger,Vegetable,105,93.7,Guwahati,Assam,Winter (February),Cold
2024-07-20,Bottle Gourd,Vegetable,273,20.2,Guwahati,Assam,Monsoon (July),Rainy
2024-11-10,Pomegranate,Fruit,283,84.26,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-07-28,Tomato,Vegetable,581,25.38,Chandigarh,Punjab,Monsoon (July),Rainy
2023-04-20,Coconut,Fruit,178,51.03,Kochi,Kerala,Summer (April),Hot
2024-12-02,Watermelon,Fruit,271,26.15,Kochi,Kerala,Winter (December),Cold
2023-01-13,Spinach,Vegetable,325,16.0,Jaipur,Rajasthan,Winter (January),Cold
2024-02-25,Sapota,Fruit,308,38.17,Ahmedabad,Gujarat,Winter (February),Cold
2023-05-29,French Beans,Vegetable,150,50.96,Kolkata,West Bengal,Summer (May),Hot
2024-07-19,Papaya,Fruit,372,27.47,Hyderabad,Telangana,Monsoon (July),Rainy
2023-12-19,Muskmelon,Fruit,226,40.73,Jaipur,Rajasthan,Winter (December),Cold
2023-12-17,Coconut,Fruit,274,40.65,Jaipur,Rajasthan,Winter (December),Cold
2024-02-03,Litchi,Fruit,175,87.84,Lucknow,Uttar Pradesh,Winter (February),Cold
2023-06-08,Garlic,Vegetable,179,119.82,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-12-13,Cluster Beans,Vegetable,176,49.27,Delhi,Delhi,Winter (December),Cold
2024-03-13,Pomegranate,Fruit,240,148.02,Delhi,Delhi,Summer (March),Hot
2024-07-17,Okra,Vegetable,375,25.62,Patna,Bihar,Monsoon (July),Rainy
2024-04-30,Litchi,Fruit,221,68.49,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-12-18,French Beans,Vegetable,186,39.75,Guwahati,Assam,Winter (December),Cold
2024-05-05,Custard Apple,Fruit,123,101.22,Ahmedabad,Gujarat,Summer (May),Hot
2024-12-31,Carrot,Vegetable,468,29.61,Delhi,Delhi,Winter (December),Cold
2023-05-29,Papaya,Fruit,407,22.96,Ahmedabad,Gujarat,Summer (May),Hot
2023-07-26,Sweet Potato,Vegetable,250,28.11,Ahmedabad,Gujarat,Monsoon (July),Rainy
2024-03-20,Pomegranate,Fruit,103,149.33,Shimla,Himachal Pradesh,Summer (March),Hot
2024-10-04,Spinach,Vegetable,272,21.77,Chennai,Tamil Nadu,Autumn (October),Mild
2023-12-06,Apple,Fruit,507,138.13,Mumbai,Maharashtra,Winter (December),Cold
2024-11-19,Cauliflower,Vegetable,200,23.26,Shimla,Himachal Pradesh,Autumn (November),Mild
2024-02-18,Brinjal,Vegetable,337,36.6,Delhi,Delhi,Winter (February),Cold
2024-11-11,Corn,Vegetable,255,19.98,Patna,Bihar,Autumn (November),Mild
2023-03-14,Custard Apple,Fruit,122,116.3,Bangalore,Karnataka,Summer (March),Hot
2024-08-14,Bottle Gourd,Vegetable,424,22.9,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-02-16,Cluster Beans,Vegetable,114,39.64,Bhopal,Madhya Pradesh,Winter (February),Cold
2023-08-30,Muskmelon,Fruit,276,36.87,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-05-08,Tomato,Vegetable,449,23.43,Bhopal,Madhya Pradesh,Summer (May),Hot
2023-06-15,Bottle Gourd,Vegetable,378,20.78,Chennai,Tamil Nadu,Monsoon (June),Rainy
2023-06-01,Bitter Gourd,Vegetable,244,25.36,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-02-12,Grapes,Fruit,478,77.75,Delhi,Delhi,Winter (February),Cold
2023-06-10,Garlic,Vegetable,81,109.79,Shimla,Himachal Pradesh,Monsoon (June),Rainy
2024-10-28,Pomegranate,Fruit,184,101.87,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-04-09,Pomegranate,Fruit,181,128.48,Bhopal,Madhya Pradesh,Summer (April),Hot | Ugadi/Gudi Padwa
2024-10-08,Litchi,Fruit,149,128.02,Bangalore,Karnataka,Autumn (October),Mild
2024-02-03,Carrot,Vegetable,503,29.79,Delhi,Delhi,Winter (February),Cold
2024-09-15,Onion,Vegetable,497,40.35,Chandigarh,Punjab,Monsoon (September),Rainy
2024-02-20,Pineapple,Fruit,199,71.04,Kochi,Kerala,Winter (February),Cold
2023-07-11,Pumpkin,Vegetable,236,17.71,Patna,Bihar,Monsoon (July),Rainy
2024-06-27,Onion,Vegetable,451,39.57,Ahmedabad,Gujarat,Monsoon (June),Rainy
2023-06-14,Bitter Gourd,Vegetable,238,31.8,Kochi,Kerala,Monsoon (June),Rainy
2023-09-24,Papaya,Fruit,274,32.18,Kolkata,West Bengal,Monsoon (September),Rainy
2024-11-01,Grapes,Fruit,274,88.97,Chandigarh,Punjab,Autumn (November),Mild
2024-07-08,Custard Apple,Fruit,140,77.49,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2024-04-26,Tomato,Vegetable,400,30.08,Guwahati,Assam,Summer (April),Hot
2024-11-16,Cauliflower,Vegetable,485,23.48,Delhi,Delhi,Autumn (November),Mild
2024-01-06,Potato,Vegetable,1078,22.07,Bangalore,Karnataka,Winter (January),Cold
2024-04-17,Pumpkin,Vegetable,187,22.42,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-08-18,Papaya,Fruit,348,30.49,Hyderabad,Telangana,Monsoon (August),Rainy
2023-12-10,Muskmelon,Fruit,272,43.35,Chennai,Tamil Nadu,Winter (December),Cold
2024-02-26,Beetroot,Vegetable,269,25.5,Jaipur,Rajasthan,Winter (February),Cold
2024-01-28,Banana,Fruit,425,44.78,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-04-12,French Beans,Vegetable,141,44.87,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-05-24,Sweet Potato,Vegetable,211,35.14,Chennai,Tamil Nadu,Summer (May),Hot
2024-02-24,Strawberry,Fruit,168,104.43,Ahmedabad,Gujarat,Winter (February),Cold
2024-08-13,Coconut,Fruit,361,32.98,Hyderabad,Telangana,Monsoon (August),Rainy
2023-10-26,Watermelon,Fruit,330,26.18,Bangalore,Karnataka,Autumn (October),Mild
2023-10-25,Cluster Beans,Vegetable,223,43.69,Delhi,Delhi,Autumn (October),Mild
2023-02-20,Banana,Fruit,490,46.32,Ahmedabad,Gujarat,Winter (February),Cold
2024-10-13,Watermelon,Fruit,386,24.63,Chennai,Tamil Nadu,Autumn (October),Mild
2024-12-16,Spinach,Vegetable,174,17.31,Shimla,Himachal Pradesh,Winter (December),Cold
2024-12-04,Papaya,Fruit,281,40.93,Mumbai,Maharashtra,Winter (December),Cold
2023-03-16,Okra,Vegetable,277,37.23,Lucknow,Uttar Pradesh,Summer (March),Hot
2023-07-06,Apple,Fruit,185,141.9,Patna,Bihar,Monsoon (July),Rainy
2023-07-06,Tomato,Vegetable,357,25.26,Shimla,Himachal Pradesh,Monsoon (July),Rainy
2023-12-07,Strawberry,Fruit,156,104.16,Ahmedabad,Gujarat,Winter (December),Cold
2024-09-15,Papaya,Fruit,313,34.87,Chennai,Tamil Nadu,Monsoon (September),Rainy
2023-06-11,Capsicum,Vegetable,156,46.99,Patna,Bihar,Monsoon (June),Rainy
2023-10-29,Bottle Gourd,Vegetable,142,26.55,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-03-30,Garlic,Vegetable,206,80.5,Kolkata,West Bengal,Summer (March),Hot
2024-07-30,Pineapple,Fruit,241,43.96,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2023-03-14,Apple,Fruit,238,128.27,Bhopal,Madhya Pradesh,Summer (March),Hot
2023-10-28,Strawberry,Fruit,110,105.87,Bhopal,Madhya Pradesh,Autumn (October),Mild
2024-12-16,Potato,Vegetable,1017,21.64,Chennai,Tamil Nadu,Winter (December),Cold
2024-05-22,Bitter Gourd,Vegetable,262,29.09,Kolkata,West Bengal,Summer (May),Hot
2024-11-19,Ginger,Vegetable,199,57.35,Lucknow,Uttar Pradesh,Autumn (November),Mild
2024-06-29,Cluster Beans,Vegetable,344,37.07,Mumbai,Maharashtra,Monsoon (June),Rainy
2024-12-31,Guava,Fruit,265,42.46,Kochi,Kerala,Winter (December),Cold
2024-03-05,Peas,Vegetable,265,49.9,Lucknow,Uttar Pradesh,Summer (March),Hot
2023-06-22,Capsicum,Vegetable,142,49.02,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2024-05-19,Peas,Vegetable,263,74.67,Delhi,Delhi,Summer (May),Hot
2024-09-11,Coconut,Fruit,270,27.2,Bhopal,Madhya Pradesh,Monsoon (September),Rainy
2024-02-23,Apple,Fruit,343,134.16,Ahmedabad,Gujarat,Winter (February),Cold
2024-09-19,Tomato,Vegetable,726,31.81,Mumbai,Maharashtra,Monsoon (September),Rainy
2024-11-07,Peas,Vegetable,186,52.38,Shimla,Himachal Pradesh,Autumn (November),Mild
2024-02-04,Coconut,Fruit,192,48.71,Chandigarh,Punjab,Winter (February),Cold
2023-01-22,Orange,Fruit,540,56.1,Hyderabad,Telangana,Winter (January),Cold
2023-01-21,Pineapple,Fruit,155,72.93,Guwahati,Assam,Winter (January),Cold
2024-11-06,Mango,Fruit,351,100.69,Delhi,Delhi,Autumn (November),Mild
2023-05-11,Ginger,Vegetable,94,98.82,Guwahati,Assam,Summer (May),Hot
2023-12-23,Radish,Vegetable,414,17.12,Delhi,Delhi,Winter (December),Cold
2023-12-11,Green Chilli,Vegetable,117,50.0,Ahmedabad,Gujarat,Winter (December),Cold
2023-09-04,Pineapple,Fruit,288,63.91,Bangalore,Karnataka,Monsoon (September),Rainy
2023-09-19,Pomegranate,Fruit,415,102.75,Delhi,Delhi,Monsoon (September),Rainy
2024-11-11,Okra,Vegetable,305,41.72,Kolkata,West Bengal,Autumn (November),Mild
2024-06-23,Radish,Vegetable,159,18.96,Patna,Bihar,Monsoon (June),Rainy
2024-12-07,Coconut,Fruit,287,39.42,Jaipur,Rajasthan,Winter (December),Cold
2023-07-01,Coconut,Fruit,338,41.28,Bangalore,Karnataka,Monsoon (July),Rainy
2024-10-07,Cauliflower,Vegetable,313,24.38,Ahmedabad,Gujarat,Autumn (October),Mild
2023-03-03,Radish,Vegetable,246,13.79,Patna,Bihar,Summer (March),Hot
2023-05-09,Cabbage,Vegetable,283,21.53,Jaipur,Rajasthan,Summer (May),Hot
2024-04-13,Sapota,Fruit,276,42.49,Kolkata,West Bengal,Summer (April),Hot
2024-12-15,Beetroot,Vegetable,315,23.54,Kolkata,West Bengal,Winter (December),Cold
2023-02-07,Capsicum,Vegetable,292,51.91,Delhi,Delhi,Winter (February),Cold
2024-10-06,Sweet Potato,Vegetable,333,19.88,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-10-22,Onion,Vegetable,502,35.96,Guwahati,Assam,Autumn (October),Mild
2023-02-15,Capsicum,Vegetable,213,43.19,Lucknow,Uttar Pradesh,Winter (February),Cold
2024-08-04,Potato,Vegetable,704,34.18,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-04-13,Potato,Vegetable,612,21.09,Bhopal,Madhya Pradesh,Summer (April),Hot
2023-05-08,Bitter Gourd,Vegetable,212,33.77,Chandigarh,Punjab,Summer (May),Hot
2023-11-24,Green Chilli,Vegetable,156,58.56,Mumbai,Maharashtra,Autumn (November),Mild
2023-12-27,Guava,Fruit,317,36.03,Kolkata,West Bengal,Winter (December),Cold
2024-07-05,Grapes,Fruit,207,102.32,Kolkata,West Bengal,Monsoon (July),Rainy
2024-05-23,Spinach,Vegetable,184,23.54,Chandigarh,Punjab,Summer (May),Hot
2023-12-24,Peas,Vegetable,339,50.71,Chandigarh,Punjab,Winter (December),Cold
2023-07-25,Peas,Vegetable,221,65.35,Ahmedabad,Gujarat,Monsoon (July),Rainy
2023-10-25,Cabbage,Vegetable,386,20.33,Chennai,Tamil Nadu,Autumn (October),Mild
2024-01-07,Onion,Vegetable,925,28.07,Hyderabad,Telangana,Winter (January),Cold
2024-02-23,Cluster Beans,Vegetable,154,43.74,Ahmedabad,Gujarat,Winter (February),Cold
2024-09-24,Papaya,Fruit,181,35.65,Guwahati,Assam,Monsoon (September),Rainy
2024-01-13,Onion,Vegetable,969,29.4,Chennai,Tamil Nadu,Winter (January),Cold
2023-08-05,Cauliflower,Vegetable,216,31.21,Chandigarh,Punjab,Monsoon (August),Rainy
2024-08-10,Muskmelon,Fruit,264,29.42,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2023-06-06,Tomato,Vegetable,650,23.98,Kolkata,West Bengal,Monsoon (June),Rainy
2024-11-05,Beetroot,Vegetable,195,23.68,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-12-07,Papaya,Fruit,259,35.47,Hyderabad,Telangana,Winter (December),Cold
2023-03-16,Ginger,Vegetable,131,89.53,Ahmedabad,Gujarat,Summer (March),Hot
2023-04-30,Garlic,Vegetable,199,103.64,Bangalore,Karnataka,Summer (April),Hot
2023-03-20,Sapota,Fruit,197,43.75,Guwahati,Assam,Summer (March),Hot
2024-11-15,Peas,Vegetable,378,49.09,Hyderabad,Telangana,Autumn (November),Mild
2024-10-30,Cabbage,Vegetable,310,19.91,Chandigarh,Punjab,Autumn (October),Mild
2024-03-12,Grapes,Fruit,294,87.99,Kochi,Kerala,Summer (March),Hot
2023-08-04,Litchi,Fruit,199,91.66,Kolkata,West Bengal,Monsoon (August),Rainy
2024-07-17,Muskmelon,Fruit,307,33.43,Chandigarh,Punjab,Monsoon (July),Rainy
2024-06-18,Mango,Fruit,624,70.16,Delhi,Delhi,Monsoon (June),Rainy
2023-03-09,Papaya,Fruit,269,23.43,Bhopal,Madhya Pradesh,Summer (March),Hot
2024-10-27,Corn,Vegetable,367,22.52,Kolkata,West Bengal,Autumn (October),Mild
2023-05-31,Coconut,Fruit,255,39.65,Ahmedabad,Gujarat,Summer (May),Hot
2024-11-29,Muskmelon,Fruit,117,43.81,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-09-15,Guava,Fruit,444,34.49,Delhi,Delhi,Monsoon (September),Rainy
2024-07-28,Muskmelon,Fruit,263,34.72,Guwahati,Assam,Monsoon (July),Rainy
2024-10-16,Sweet Potato,Vegetable,298,24.06,Chandigarh,Punjab,Autumn (October),Mild
2023-04-03,Guava,Fruit,168,38.31,Patna,Bihar,Summer (April),Hot
2023-07-01,Peas,Vegetable,157,74.9,Guwahati,Assam,Monsoon (July),Rainy
2023-06-27,Custard Apple,Fruit,124,104.3,Kochi,Kerala,Monsoon (June),Rainy
2023-08-26,Sapota,Fruit,88,62.83,Shimla,Himachal Pradesh,Monsoon (August),Rainy
2023-01-25,Litchi,Fruit,147,111.66,Chandigarh,Punjab,Winter (January),Cold
2024-03-28,Ginger,Vegetable,90,100.28,Guwahati,Assam,Summer (March),Hot
2023-10-06,Pumpkin,Vegetable,309,14.1,Patna,Bihar,Autumn (October),Mild
2024-09-10,Apple,Fruit,165,157.36,Shimla,Himachal Pradesh,Monsoon (September),Rainy
2024-10-11,Pomegranate,Fruit,422,100.8,Delhi,Delhi,Autumn (October),Mild
2024-11-29,Orange,Fruit,381,66.18,Kochi,Kerala,Autumn (November),Mild
2023-01-23,Cauliflower,Vegetable,402,20.05,Jaipur,Rajasthan,Winter (January),Cold
2023-09-04,Cauliflower,Vegetable,274,28.29,Hyderabad,Telangana,Monsoon (September),Rainy
2023-11-12,Litchi,Fruit,150,119.99,Hyderabad,Telangana,Autumn (November),Mild
2024-04-17,Okra,Vegetable,330,33.5,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-10-07,Bitter Gourd,Vegetable,176,35.96,Guwahati,Assam,Autumn (October),Mild
2023-07-26,Orange,Fruit,209,67.05,Patna,Bihar,Monsoon (July),Rainy
2023-04-24,Garlic,Vegetable,181,87.77,Ahmedabad,Gujarat,Summer (April),Hot
2024-05-18,Bottle Gourd,Vegetable,378,22.33,Chennai,Tamil Nadu,Summer (May),Hot
2023-10-08,Cluster Beans,Vegetable,200,33.39,Lucknow,Uttar Pradesh,Autumn (October),Mild
2024-02-07,Pineapple,Fruit,196,56.89,Lucknow,Uttar Pradesh,Winter (February),Cold
2023-10-08,Custard Apple,Fruit,168,61.24,Bhopal,Madhya Pradesh,Autumn (October),Mild
2023-04-29,Bottle Gourd,Vegetable,318,21.62,Kolkata,West Bengal,Summer (April),Hot
2023-07-28,Cauliflower,Vegetable,241,29.9,Hyderabad,Telangana,Monsoon (July),Rainy
2024-01-25,Tomato,Vegetable,336,30.48,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-07-28,Apple,Fruit,237,170.89,Jaipur,Rajasthan,Monsoon (July),Rainy
2023-08-15,Onion,Vegetable,585,45.33,Chennai,Tamil Nadu,Monsoon (August),Rainy | Independence Day
2024-02-18,Coconut,Fruit,224,47.35,Hyderabad,Telangana,Winter (February),Cold
2023-08-16,Radish,Vegetable,169,19.94,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2024-02-27,Cauliflower,Vegetable,417,21.31,Hyderabad,Telangana,Winter (February),Cold
2023-07-01,Sweet Potato,Vegetable,214,26.93,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-01-29,Potato,Vegetable,927,17.12,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-08-20,Mango,Fruit,356,65.26,Patna,Bihar,Monsoon (August),Rainy
2024-12-29,Carrot,Vegetable,363,29.68,Chandigarh,Punjab,Winter (December),Cold
2023-07-16,Beetroot,Vegetable,133,30.6,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-11-20,Okra,Vegetable,305,44.95,Hyderabad,Telangana,Autumn (November),Mild
2023-03-10,Custard Apple,Fruit,101,110.34,Chandigarh,Punjab,Summer (March),Hot
2023-02-19,Capsicum,Vegetable,178,54.08,Guwahati,Assam,Winter (February),Cold
2024-09-18,Peas,Vegetable,281,58.3,Jaipur,Rajasthan,Monsoon (September),Rainy
2024-02-26,Spinach,Vegetable,276,17.85,Chandigarh,Punjab,Winter (February),Cold
2023-05-31,Mango,Fruit,593,67.83,Chennai,Tamil Nadu,Summer (May),Hot
2023-03-04,Litchi,Fruit,224,88.82,Kolkata,West Bengal,Summer (March),Hot
2023-12-12,Bottle Gourd,Vegetable,203,26.71,Ahmedabad,Gujarat,Winter (December),Cold
2024-10-11,Radish,Vegetable,294,21.27,Delhi,Delhi,Autumn (October),Mild
2024-01-04,Carrot,Vegetable,206,29.53,Shimla,Himachal Pradesh,Winter (January),Cold
2024-10-14,Okra,Vegetable,421,42.25,Delhi,Delhi,Autumn (October),Mild
2023-02-26,Coconut,Fruit,110,50.1,Shimla,Himachal Pradesh,Winter (February),Cold
2024-06-14,Grapes,Fruit,239,110.69,Chennai,Tamil Nadu,Monsoon (June),Rainy
2024-10-30,Garlic,Vegetable,107,89.6,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-01-11,Green Chilli,Vegetable,89,43.2,Patna,Bihar,Winter (January),Cold
2024-02-15,Pomegranate,Fruit,162,140.19,Guwahati,Assam,Winter (February),Cold
2024-09-30,Sweet Potato,Vegetable,351,26.11,Bangalore,Karnataka,Monsoon (September),Rainy
2024-03-28,Tomato,Vegetable,414,33.19,Chandigarh,Punjab,Summer (March),Hot
2024-01-06,Muskmelon,Fruit,225,31.39,Patna,Bihar,Winter (January),Cold
2023-07-03,Apple,Fruit,173,151.27,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-12-27,Strawberry,Fruit,162,99.98,Ahmedabad,Gujarat,Winter (December),Cold
2023-04-10,Mango,Fruit,449,70.16,Chandigarh,Punjab,Summer (April),Hot
2023-03-22,Cucumber,Vegetable,340,18.71,Bhopal,Madhya Pradesh,Summer (March),Hot
2024-05-21,Cabbage,Vegetable,291,22.31,Hyderabad,Telangana,Summer (May),Hot
2023-01-31,Sapota,Fruit,231,32.23,Patna,Bihar,Winter (January),Cold
2023-09-23,Brinjal,Vegetable,491,29.35,Delhi,Delhi,Monsoon (September),Rainy
2023-07-01,Guava,Fruit,213,43.69,Guwahati,Assam,Monsoon (July),Rainy
2023-10-03,Cucumber,Vegetable,292,27.34,Ahmedabad,Gujarat,Autumn (October),Mild
